Cena,Stanje,Tip,Godiste,Kilometraza,Kubikaza,kW,KS,BrojCilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
660,Polovan motor,Moped,2001,19000,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Sport / Super sport,2000,16584,125,30,41,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,1996,36000,49,3,4,, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1049,Polovan motor,Enduro / Cross,2004,40000,49,6,7,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Touring,1988,8300,497,55,75,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Sport / Super sport,2002,35000,1000,110,150,4, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Sport / Super sport,1990,200000,750,75,102,2, Manuelni, Crna, Trajno registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Scooter,2004,26800,385,25,34,1, Automatski, Srebrna, Registrovan,Domace tablice, Nije ostecen
3150,Polovan motor,Supermoto,2002,39500,750,110,150,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2000,24000,124,8,11,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Moped,1989,3000,150,12,16,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Scooter,2007,24353,244,17,23,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Scooter,2007,18350,250,14,19,1, Automatski, Teget, Registrovan,Domace tablice, Nije ostecen
620,Polovan motor,Naked,2008,13869,125,8,11,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2014,10000,49,3,4,, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Touring,1991,42000,850,56,76,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Enduro / Cross,2008,59800,800,52,71,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
330,Polovan motor,Moped,1985,10000,49,2,3,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Enduro / Cross,2002,18000,50,2,3,, Manuelni,, Registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Sport / Super sport,1997,45678,599,78,106,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Sport / Super sport,1999,40000,600,77,105,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1700,Polovan motor,Enduro / Cross,1991,35000,600,33,45,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
470,Polovan motor,Scooter,2002,20000,150,10,14,3, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
850,Polovan motor,Chopper / Cruiser,1993,30000,125,13,18,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
570,Polovan motor,Scooter,2008,21000,49,3,4,2, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2012,8760,49,3,4,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
2790,Polovan motor,Touring,1999,64000,1085,66,90,2, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
3550,Polovan motor,Sport / Super sport,2004,3800,800,93,126,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
320,Polovan motor,Scooter,2007,7000,150,11,15,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1050,Polovan motor,Sport / Super sport,2005,21600,125,11,15,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2001,14887,49,3,4,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
3100,Polovan motor,Chopper / Cruiser,1985,92500,499,37,50,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
870,Polovan motor,Naked,1983,58000,398,20,27,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Scooter,2004,13582,49,3,5,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Naked,2015,4800,125,11,15,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Sport / Super sport,2006,8000,750,66,90,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
260,Polovan motor,Scooter,1994,1,50,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
6200,Polovan motor,Chopper / Cruiser,2006,17000,1100,49,67,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Moped,2008,5000,48,2,3,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1080,Nov motor,Scooter,2017,0,49,3,3,1, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
120,Polovan motor,Moped,1995,199,49,4,5,1, Automatski, Bela, Trajno registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Sport / Super sport,1990,222,600,63,86,4, Manuelni,Zuta, Nije registrovan,Domace tablice, ostecen - u voznom stanju
1200,Polovan motor,Sport / Super sport,1999,11111,600,88,120,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,2008,11000,49,2,3,, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,1999,1,49,2,3,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Chopper / Cruiser,2007,7500,125,111,151,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sport / Super sport,1993,33000,125,22,30,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Oldtimer,1957,1,50,1,1,1, Automatski, Zelena, Nije registrovan, Na ime kupca, ostecen - nije u voznom stanju
4550,Polovan motor,Chopper / Cruiser,2007,30000,800,40,54,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,1989,41500,600,37,50,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Sport / Super sport,1999,70000,750,100,136,4, Manuelni,, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Scooter,2000,50000,49,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Enduro / Cross,2006,9000,510,14,18,1, Manuelni,Zuta, Nije registrovan, Strane tablice, Nije ostecen
400,Polovan motor,Scooter,2000,180000,50,49,67,1, Automatski, Bela, Trajno registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Enduro / Cross,2010,1000,49,3,4,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,2002,26950,250,17,23,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Sport / Super sport,2001,61000,599,88,120,4, Manuelni, Crna, Nije registrovan, Strane tablice, Nije ostecen
3050,Polovan motor,Naked,2003,32700,1157,72,98,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Scooter,2010,4500,300,17,23,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
7800,Polovan motor,Chopper / Cruiser,2005,25000,1200,84,114,4, Manuelni, Teget, Registrovan,Domace tablice, Nije ostecen
10800,Polovan motor,Enduro / Cross,2010,23410,1170,81,110,2, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
980,Polovan motor,Scooter,1998,1,250,18,24,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Enduro / Cross,1997,27000,125,11,15,2, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Sport / Super sport,1999,,998,110,150,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Sport / Super sport,2001,40000,600,88,120,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
280,Polovan motor,Moped,2000,23500,49,3,4,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Enduro / Cross,1986,23000,350,17,23,2, Manuelni, Crvena, Nije registrovan, Strane tablice, Nije ostecen
1000,Polovan motor,Enduro / Cross,1992,28000,600,32,44,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
4500,Polovan motor,Sport / Super sport,2006,23400,998,151,205,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Naked,1984,17200,550,40,54,2, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Chopper / Cruiser,2011,850,125,9,12,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Chopper / Cruiser,1998,28350,125,8,11,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Enduro / Cross,1996,41000,125,9,12,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Sport / Super sport,1994,42000,599,54,73,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2950,Polovan motor,Enduro / Cross,2003,43000,647,39,53,2, Manuelni, Srebrna, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2000,3000,49,3,4,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
3700,Polovan motor,Scooter,2008,28070,638,40,54,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
279,Nov motor,Sport / Super sport,2017,0,49,3,4,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
7500,Polovan motor,Touring,2006,65000,1200,79,107,, Manuelni, Braon, Nije registrovan, Na ime kupca, Nije ostecen
7990,Polovan motor,Naked,2006,36000,992,68,92,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Chopper / Cruiser,1993,65000,600,29,39,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
4800,Polovan motor,Enduro / Cross,2006,93000,1000,72,98,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Naked,1995,41955,749,54,73,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
330,Polovan motor,Scooter,2007,9500,149,7,10,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
5000,Polovan motor,Naked,2008,26000,750,81,110,4, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
3100,Polovan motor,Naked,2008,8571,250,15,21,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Scooter,2007,30000,125,11,15,, Automatski, Bordo, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2009,8600,50,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Moped,2008,2000,200,2,2,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Sport / Super sport,1999,30000,125,22,30,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,2002,290348,50,3,4,, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Chopper / Cruiser,1986,68000,500,52,71,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
230,Polovan motor,Moped,1983,100,49,3,4,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
11600,Polovan motor,Chopper / Cruiser,2008,31000,1584,57,77,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Scooter,2008,5900,125,5,7,, Automatski, Teget, Registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Naked,1993,56600,750,53,72,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Naked,2008,25800,1000,92,125,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
28000,Polovan motor,Sport / Super sport,2013,1500,1199,135,184,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Scooter,2001,21720,250,14,19,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Scooter,2002,25000,180,13,18,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Enduro / Cross,1990,80000,742,26,35,2, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
3600,Polovan motor,Enduro / Cross,2006,15400,650,39,53,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Sport / Super sport,1998,55000,589,76,103,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
3799,Polovan motor,Naked,2008,28000,600,73,99,, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Naked,1992,92000,800,45,61,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Enduro / Cross,1995,28543,125,10,13,1, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
1099,Polovan motor,Sport / Super sport,1999,36790,125,8,11,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
4400,Polovan motor,Enduro / Cross,2004,45234,996,72,98,2, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Enduro / Cross,2000,43392,650,35,48,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Scooter,2008,37000,250,14,19,4, Automatski, Teget, Registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Scooter,2002,18000,182,14,19,4, Automatski, Srebrna, Registrovan,Domace tablice, Nije ostecen
735,Polovan motor,Scooter,2014,3000,49,3,4,1, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
5000,Polovan motor,Sport / Super sport,2007,35000,999,136,185,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
7399,Polovan motor,Enduro / Cross,2014,6300,649,50,68,2, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Naked,2002,58000,749,56,76,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Scooter,2011,2983,125,9,12,1, Automatski, Teget, Nije registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Naked,2000,26000,750,56,76,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
3350,Polovan motor,Sport / Super sport,2005,39500,600,84,114,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
330,Polovan motor,Scooter,2005,10000,49,2,3,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2000,1,150,1,1,, Automatski,, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Oldtimer,1983,24444,250,17,23,2, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Chopper / Cruiser,1982,30000,250,13,18,1, Manuelni, Bordo, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,2009,10458,149,11,15,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
7200,Polovan motor,Scooter,2015,5200,750,40,54,2, Automatski,, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Enduro / Cross,1990,72089,600,35,48,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
480,Polovan motor,Scooter,2009,9050,125,5,7,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
1899,Polovan motor,Naked,2002,38300,600,47,64,4, Manuelni, Srebrna, Registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Oldtimer,1976,1000,49,1,1,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
800,Polovan motor,Scooter,2001,27000,250,14,19,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
2850,Polovan motor,Sport / Super sport,2004,53000,998,127,173,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1050,Polovan motor,Sport / Super sport,1988,32846,1000,74,101,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Sport / Super sport,2008,17473,125,24,33,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Naked,1996,37000,1098,110,150,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
6200,Polovan motor,Scooter,2009,19500,500,24,32,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
5200,Polovan motor,Touring,2013,17800,700,38,52,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
2850,Polovan motor,Sport / Super sport,2004,30000,600,80,109,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
4750,Polovan motor,Sport / Super sport,2004,27111,1000,112,152,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
320,Polovan motor,Enduro / Cross,1989,46215,80,7,10,1, Manuelni, Ljubičasta, Nije registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Sport / Super sport,1995,64000,600,73,99,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Naked,2007,63560,998,104,142,4, Manuelni, Teget, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Enduro / Cross,2010,14000,200,11,15,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,1998,50766,250,15,20,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Chopper / Cruiser,1994,35000,583,25,34,2, Manuelni, Srebrna, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Moped,2007,4800,49,3,4,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Enduro / Cross,1999,81000,650,36,49,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2012,8400,49,3,4,, Automatski, Braon, Nije registrovan,Domace tablice, Nije ostecen
120,Polovan motor,Scooter,1996,10000,125,6,8,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,1990,111,748,78,106,4, Manuelni, Teget, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Sport / Super sport,1992,14683,125,26,35,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2007,39000,49,3,4,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Enduro / Cross,1996,65000,600,37,50,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Enduro / Cross,2006,100,85,35,48,1, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Moped,2006,6500,49,2,3,, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2001,27000,250,14,19,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
5900,Polovan motor,Sport / Super sport,2008,19000,599,92,125,, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
16300,Polovan motor,Enduro / Cross,2014,22000,1200,84,114,2, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Sport / Super sport,2004,34000,600,88,120,4, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
4200,Polovan motor,Sport / Super sport,2005,12000,998,126,171,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sport / Super sport,1997,36000,125,22,30,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Scooter,2002,37700,250,17,23,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2002,27000,49,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
15800,Polovan motor,Touring,2013,39000,1600,118,160,6, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
4200,Polovan motor,Touring,2001,22500,1298,108,147,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
4750,Polovan motor,Sport / Super sport,2008,18001,600,93,126,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Scooter,2011,8385,49,3,4,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
2350,Polovan motor,Scooter,2008,24000,125,11,15,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2002,25000,180,14,19,4, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
2100,Polovan motor,Naked,2001,47000,1137,103,140,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3400,Polovan motor,Enduro / Cross,2002,60000,1000,72,98,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2009,8000,50,2,3,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3600,Polovan motor,Naked,2007,26000,660,36,49,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2000,27000,49,3,4,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Supermoto,2006,30000,650,28,38,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Naked,2001,30000,649,52,71,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Touring,1986,150000,987,66,90,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
4700,Polovan motor,Sport / Super sport,2007,33563,1000,135,184,4, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Scooter,2007,31600,500,29,39,1, Automatski, Kameleon, Registrovan,Domace tablice, Nije ostecen
3600,Polovan motor,Enduro / Cross,2005,37000,998,72,98,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Sport / Super sport,1988,675675,600,35,48,4, Manuelni, Smeđa, Nije registrovan,Domace tablice, Nije ostecen
9999,Polovan motor,Chopper / Cruiser,2007,32000,1300,75,102,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
5200,Polovan motor,Enduro / Cross,2004,42000,942,72,98,2, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
650,Polovan motor,Oldtimer,1971,10000,90,7,10,1, Manuelni, Crna, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
3150,Nov motor,Scooter,2016,0,125,9,12,1, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
280,Polovan motor,Scooter,2004,38440,49,4,5,1, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1200,Polovan motor,Naked,2012,8555,125,7,10,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Chopper / Cruiser,1996,34000,125,12,16,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Naked,1996,60000,500,35,48,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
270,Polovan motor,Scooter,1996,20000,49,3,4,1, Automatski, Bordo, Trajno registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2009,23456,49,4,5,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
5000,Polovan motor,Sport / Super sport,2005,33350,1000,126,171,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Enduro / Cross,2010,15464,50,5,7,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Naked,1998,40051,500,37,50,2, Manuelni, Srebrna, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Sport / Super sport,1987,38160,1000,100,136,4, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
420,Polovan motor,Scooter,2008,6300,150,6,7,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
5700,Polovan motor,Naked,2007,16996,1050,96,130,3, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
60,Polovan motor,Moped,1987,10000,49,1,1,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Chopper / Cruiser,2007,120000,250,14,19,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
3600,Polovan motor,Sport / Super sport,2003,1,998,140,190,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3100,Polovan motor,Scooter,2012,1,124,11,15,, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
3000,Polovan motor,Enduro / Cross,2006,22000,650,35,48,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
2080,Polovan motor,Touring,1997,78000,1002,52,71,4, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
850,Polovan motor,Enduro / Cross,2002,5476,125,10,14,1, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
279,Nov motor,Sport / Super sport,2017,0,49,3,4,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
600,Nov motor,Enduro / Cross,2017,0,200,17,23,1, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
150,Polovan motor,Moped,1987,11111,50,3,4,1, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
2650,Polovan motor,Scooter,2008,26942,400,25,34,, Automatski, Bordo, Registrovan,Domace tablice, Nije ostecen
499,Polovan motor,Enduro / Cross,2005,17000,199,11,15,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Naked,2008,13000,125,7,10,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Enduro / Cross,2002,32110,650,37,50,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,2001,45000,250,13,18,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
4500,Polovan motor,Enduro / Cross,2007,60000,645,49,67,2, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Touring,2002,46000,1200,112,152,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Chopper / Cruiser,1994,44250,535,28,37,2, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
420,Polovan motor,Oldtimer,1970,6500,125,14,19,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Chopper / Cruiser,1998,52000,750,34,46,2, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
