Cena,Stanje,Marka,Tip,Model,Godiste,Kilometraza,Kubikaza,kW,KS,Broj cilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
1300,Polovan motor,Piaggio,Scooter,Beverly 200,2005,32000,200,14,19,1, Automatski, Srebrna, 07.2017.,Domace tablice, Nije ostecen
1750,Nov motor,Piaggio,Moped,FLY 50 2T,2017,0,49,3,4,1, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
8480,Polovan motor,Yamaha,Scooter,T max 530 IRON max,2015,8000,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Suzuki,Sport / Super sport,GSXR 600 K3,2003,49000,600,85,116,nepoznato, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
3850,Polovan motor,Honda,Naked,Hornet CB,2007,42325,599,75,102,4, Manuelni, Zlatna, 05.2017.,Domace tablice, Nije ostecen
1550,Polovan motor,Piaggio,Scooter,beverly,2004,37000,459,29,40,1, Automatski, Siva, 08.2017.,Domace tablice, Nije ostecen
1350,Polovan motor,Aprilia,Enduro / Cross,Pegaso,1998,48563,650,48,65,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
6700,Polovan motor,Yamaha,Touring,FJR 1300,2009,45900,1298,106,144,4, Manuelni, Siva, 04.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Piaggio,Scooter,Beverly 250 ie,2008,23674,244,17,23,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
1600,Polovan motor,Yamaha,Touring,TDM 850,1993,70000,850,28,38,2, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
10450,Nov motor,Yamaha,Naked,XSR 900,2017,0,847,85,115,3, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
6850,Nov motor,Yamaha,Naked,MT 07 ABS / MOTO CAGE,2017,0,689,55,75,2, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
8500,Nov motor,Yamaha,Chopper / Cruiser,XV950/Cafe Racer AKCIJA,2017,0,942,39,53,2, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
14300,Nov motor,Yamaha,Naked,MT 10 / MT 10 SP NOVO,2017,0,998,119,162,4, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
19700,Nov motor,Yamaha,Sport / Super sport,YZF R1 NOVO,2017,0,998,147,200,4, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
3990,Nov motor,Yamaha,Scooter,TRICITY ABS AKCIJA,2016,0,125,8,11,1, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
9390,Nov motor,Yamaha,Naked,MT 09 ABS/ASR NOVO,2017,0,847,85,116,3, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
450,Polovan motor,Tomos,Moped,bt50,1990,44444,50,4,5,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
2450,Polovan motor,Suzuki,Scooter,Burgman 650,2002,33000,650,41,56,2, Automatski, Teget, 05.2017.,Domace tablice, Nije ostecen
600,Nov motor,Yamaha,Enduro / Cross,REPLICA 125cc 4takt,2017,0,200,17,23,1, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
650,Polovan motor,Aprilia,Scooter,Leonardo,2000,25000,125,9,12,nepoznato, Automatski, Plava, 03.2017.,Domace tablice, Nije ostecen
4200,Polovan motor,Honda,Chopper / Cruiser,vt 750 spirit shadow,2003,18270,750,33,45,2, Manuelni, Crna, 01.2018.,Domace tablice, Nije ostecen
1800,Polovan motor,Honda,Sport / Super sport,cbr 900,1993,62000,900,72,98,4, Manuelni,Zuta, 01.2018.,Domace tablice, Nije ostecen
1790,Polovan motor,Kawasaki,Sport / Super sport,ZR7S,2002,42000,749,55,75,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Diabolini,Enduro / Cross,Xb 35,2008,12345,250,18,24,1, Manuelni, Crna, Nije registrovan, Strane tablice, Nije ostecen
1250,Polovan motor,Suzuki,Sport / Super sport,GSX 600F,1994,30000,600,67,91,4, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
4700,Polovan motor,Suzuki,Chopper / Cruiser,M50,2006,16000,805,40,54,4, Manuelni, Bordo, Nije registrovan,Domace tablice, Nije ostecen
520,Polovan motor,Sprint,Scooter,ehplorer,2010,4629,150,8,11,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Yamaha,Touring,TDM 850 4TX,1998,64980,850,59,80,2, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
400,Polovan motor,Orion,Enduro / Cross,Honda,2002,220,49,24,33,nepoznato, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Yamaha,Chopper / Cruiser,dragstar,2001,20500,125,10,14,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
699,Polovan motor,Aprilia,Combination / Sidecar,leonardo,2004,26123,125,15,20,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Piaggio,Moped,Free,2001,18000,49,3,4,nepoznato, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Aprilia,Scooter,sr50,2002,24000,49,3,4,1, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
780,Polovan motor,Peugeot,Scooter,speed fight 2 80ccm,2003,43000,80,4,5,1, Automatski, Crvena, 05.2017.,Domace tablice, Nije ostecen
630,Polovan motor,Malaguti,Scooter,Madison,2001,35000,152,9,12,2, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
6650,Polovan motor,Yamaha,Sport / Super sport,r1,2007,24000,998,132,179,4, Manuelni, Crvena, 12.2016.,Domace tablice, Nije ostecen
900,Polovan motor,Kawasaki,Enduro / Cross,klr,1992,348819,600,20,27,nepoznato, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
430,Polovan motor,Piaggio,Scooter,liberty,2000,10000,50,3,4,1, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Yamaha,Sport / Super sport,fzr 600,1996,75000,599,39,53,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1399,Polovan motor,Yamaha,Sport / Super sport,FZR 600,1989,24000,600,67,91,4, Manuelni, Crna, 01.2018.,Domace tablice, Nije ostecen
300,Polovan motor,Tomos,Chopper / Cruiser,mini coper,1990,1,50,2,3,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
4499,Polovan motor,Yamaha,Scooter,Majesty 400 cc Automatic,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
600,Nov motor,Yamaha,Enduro / Cross,REPLICA 125cc 4takt,2017,0,200,17,23,1, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
1370,Polovan motor,Kawasaki,Naked,ER5,1997,46341,498,37,50,2, Manuelni, Crvena, 01.2018.,Domace tablice, Nije ostecen
1600,Polovan motor,Kawasaki,Sport / Super sport,zx9r,1995,42700,900,104,141,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1050,Polovan motor,Yamaha,Enduro / Cross,XT 600,1991,32000,600,33,45,1, Manuelni, Plava, Nije registrovan, Strane tablice, Nije ostecen
1450,Polovan motor,Kawasaki,Supermoto,KLR 650,1996,111111,652,31,42,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Hyosung,Chopper / Cruiser,Aquila GV250,2010,11000,250,21,29,2, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Kymco,Scooter,agility 50,2006,20000,80,2,3,1, Automatski, Plava, 01.2018., Na ime kupca, ostecen - u voznom stanju
1000,Polovan motor,Kawasaki,Sport / Super sport,ZZR,1996,60000,600,75,102,4, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
300,Polovan motor,Tomos,Moped,automatik,1986,100,49,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Yamaha,Sport / Super sport,fyr 500,1991,29000,500,51,69,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2395,Polovan motor,Honda,Sport / Super sport,CBR 600 F4i,2003,32000,600,81,110,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Kawasaki,Sport / Super sport,ninja,2009,15000,250,24,33,2, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
320,Polovan motor,Sprint,Moped,exactly,2010,14500,50,2,3,1, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
750,Polovan motor,Kymco,Scooter,grand dink,2002,32694,150,8,11,1, Automatski, Crvena, 06.2017.,Domace tablice, Nije ostecen
320,Polovan motor,Tomos,Moped,polovan,2003,6,49,22,30,nepoznato, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
4990,Polovan motor,Honda,Chopper / Cruiser,Shadow vt750,2005,6000,750,39,53,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Aprilia,Sport / Super sport,Rs 125,2000,38000,125,16,22,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
990,Polovan motor,Aprilia,Sport / Super sport,rs 125,2003,20000,125,24,33,nepoznato, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
1100,Polovan motor,Kawasaki,Enduro / Cross,klr 600,1984,17000,564,31,42,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
8480,Polovan motor,Yamaha,Scooter,T max 530 IRON max,2015,8000,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
3950,Polovan motor,Honda,Naked,CB 900 HORNET,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
260,Polovan motor,Tomos,Moped,Apn 6,1988,26,49,3,4,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sprint,Chopper / Cruiser,princ,2008,8863,125,8,11,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Yamaha,Scooter,T MAX 500,2002,27000,500,29,39,2, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Tomos,Moped,bt n,1992,1234,49,3,4,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Keeway,Naked,speed,2008,13000,125,8,11,1, Manuelni, Plava, 08.2017.,Domace tablice, Nije ostecen
799,Polovan motor,Aprilia,Scooter,Atlantic,2004,35986,125,11,15,4, Automatski, Crvena, 05.2017.,Domace tablice, Nije ostecen
3400,Polovan motor,Suzuki,Scooter,Burgman 650 EXECUTIVE,2008,60000,638,41,55,2, Automatski, Siva, Nije registrovan, Strane tablice, Nije ostecen
1290,Polovan motor,Keeway,Chopper / Cruiser,superlight,2011,5122,125,10,14,1, Manuelni, Crna, 09.2017.,Domace tablice, Nije ostecen
400,Polovan motor,Tomos,Enduro / Cross,ATX,1991,1200,49,1,1,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Honda,Enduro / Cross,transalp 650 xl,2000,35126,650,39,53,2, Manuelni, Siva, 08.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Kymco,Scooter,Super 8 4t,2008,12000,50,2,3,1, Automatski, Crvena, 04.2017.,Domace tablice, Nije ostecen
550,Polovan motor,Suzuki,Naked,Gs550 vodi se na 125,1988,212123,550,60,82,4, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Tomos,Oldtimer,t 12,1969,265,49,3,4,1, Manuelni, Narandžasta, Trajno registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Suzuki,Enduro / Cross,Dr650rse,1992,55000,649,36,49,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Yamaha,Sport / Super sport,YZF 1000R Thunderace,1998,42000,1002,110,150,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Aprilia,Scooter,scarabeo 49cc,2002,8000,49,4,5,1, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Yamaha,Scooter,MBK,2000,285821,100,2,3,nepoznato, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
28000,Polovan motor,Ducati,Sport / Super sport,Panigale 1199R,2013,1500,1199,135,184,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
120,Polovan motor,Tomos,Enduro / Cross,tori,1990,1000,49,3,4,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
495,Polovan motor,Peda,Scooter,Eagle,2008,8284,49,3,4,2, Automatski, Crvena, 06.2017.,Domace tablice, Nije ostecen
480,Polovan motor,Mondial,Scooter,150 zc,2007,2013,149,8,11,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Peugeot,Scooter,Speedfight 2,2004,3500,49,2,3,1, Automatski, Siva, 09.2017.,Domace tablice, Nije ostecen
5000,Polovan motor,Suzuki,Enduro / Cross,vstrom,2008,14000,649,49,67,2, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
6700,Polovan motor,Honda,Enduro / Cross,varadero,2008,64000,996,69,94,2, Manuelni, Bordo, 04.2017.,Domace tablice, Nije ostecen
850,Polovan motor,Aprilia,Sport / Super sport,RS 50 HITNO NIJE FIX,2005,13000,49,3,4,1, Manuelni, Siva, 08.2017.,Domace tablice, Nije ostecen
1850,Polovan motor,Honda,Touring,VFR 750 RC36,1993,83000,750,73,99,4, Manuelni, Crvena, 09.2017.,Domace tablice, Nije ostecen
2200,Polovan motor,Honda,Sport / Super sport,CBR 900rr,1996,47000,900,95,129,4, Manuelni, Crvena, 04.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Suzuki,Naked,Bandit 1200,1997,54000,1158,73,99,4, Manuelni, Plava, 09.2017.,Domace tablice, Nije ostecen
1700,Polovan motor,Honda,Sport / Super sport,Cbr 900,1996,30000,919,91,124,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Keeway,Enduro / Cross,Exceed,2005,18581,200,10,14,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
4999,Polovan motor,Yamaha,Sport / Super sport,R1,2004,30000,1000,147,200,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Yamaha,Enduro / Cross,DT 125 lc,1984,68000,123,16,22,1, Manuelni, Crvena, 09.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Yamaha,Sport / Super sport,Fzr,1994,41000,598,67,91,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,MotoMania,Scooter,Hanglong,2009,1200,49,2,3,2, Automatski, Crvena, 05.2017.,Domace tablice, Nije ostecen
2500,Polovan motor,Kawasaki,Sport / Super sport,ZX9R,2001,39369,899,106,144,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Honda,Enduro / Cross,Dominator 650 NX,1990,34244,644,18,24,1, Manuelni, Zelena, 06.2017.,Domace tablice, Nije ostecen
4700,Polovan motor,Yamaha,Sport / Super sport,R1,2005,41000,998,127,172,4, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
3250,Polovan motor,Kawasaki,Enduro / Cross,kx450f,2013,100,450,40,54,1, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
390,Polovan motor,Tomos,Sport / Super sport,BT,1987,54444,49,4,5,1, Manuelni, Crna, Trajno registrovan,Domace tablice, Nije ostecen
4500,Polovan motor,Yamaha,Enduro / Cross,YZF,2014,55,250,45,61,1, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
3180,Polovan motor,Honda,Enduro / Cross,Varadero 1000,2001,80000,996,69,94,2, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Honda,Touring,st 1100 pan europian,1999,75000,1100,74,101,4, Manuelni, Zlatna, 06.2017.,Domace tablice, Nije ostecen
140,Polovan motor,Tomos,Enduro / Cross,apn 4,1979,20000,49,3,4,1, Manuelni, Plava, Nije registrovan, Strane tablice, Nije ostecen
999,Polovan motor,Aprilia,Scooter,sr50r,2009,1,49.4,3,4,1, Automatski,nepoznato, 08.2017.,Domace tablice, Nije ostecen
3050,Polovan motor,Yamaha,Scooter,X City,2012,15600,250,16,22,1, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Aprilia,Sport / Super sport,Rs125,2000,99000,125,13,18,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Yamaha,Chopper / Cruiser,Virago 250,1992,23000,250,22,30,2, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Yamaha,Sport / Super sport,YZF R125,2009,26000,125,11,15,nepoznato, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
525,Polovan motor,Sprint,Chopper / Cruiser,princ,2008,6000,125,90,122,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
9100,Polovan motor,Suzuki,Sport / Super sport,Hayabusa,2009,25000,1340,175,238,4, Manuelni, Plava, 05.2017.,Domace tablice, Nije ostecen
7500,Polovan motor,Kawasaki,Sport / Super sport,zzr 1400,2009,64000,1352,142,193,4, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
1900,Polovan motor,Yamaha,Touring,Fazer 600 S,2000,66934,600,70,95,4, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Kawasaki,Enduro / Cross,KMX 125 R,2003,1,125,16,22,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Suzuki,Naked,Bandit 600 N,1995,20000,600,57,77,4, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
999,Polovan motor,Peugeot,Scooter,elystar,2003,17400,50,3,4,1, Automatski, Siva, 04.2017.,Domace tablice, Nije ostecen
130,Polovan motor,Peugeot,Scooter,SV 125,1995,111,125,10,14,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Suzuki,Scooter,Katana,2001,1111,49,4,5,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Vespa,Scooter,vespa ET 2,2002,24000,49,3,4,1, Automatski, Plava, 08.2017.,Domace tablice, Nije ostecen
1900,Polovan motor,Gilera,Scooter,Nexus 500,2004,44000,499,29,39,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
11700,Polovan motor,BMW,Sport / Super sport,S1000rr,2011,20000,999,142,193,4, Manuelni, Bela, 06.2017.,Domace tablice, Nije ostecen
3490,Polovan motor,Cagiva,Sport / Super sport,Mito sp525,2008,15260,125,11,15,nepoznato, Manuelni, Crvena, 04.2017.,Domace tablice, Nije ostecen
2900,Polovan motor,Honda,Touring,VFR 800,1999,50000,782,78,106,4, Manuelni, Bela, 07.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Qingqi,Supermoto,125GY,2008,6000,126,11,15,2, Manuelni, Crna, 01.2018.,Domace tablice, Nije ostecen
8480,Polovan motor,Yamaha,Scooter,T max 530 IRON max,2015,8000,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
2050,Polovan motor,Kawasaki,Enduro / Cross,KX250F,2005,123,250,33,45,1, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
1400,Polovan motor,Aprilia,Enduro / Cross,pegaso,1998,27500,649,36,49,1, Manuelni, Plava, 03.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Honda,Touring,CBF 600 S CBF600S,2004,43000,600,57,77,4, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
750,Polovan motor,CFMOTO,Scooter,V5,2008,9000,250,13,18,nepoznato, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Suzuki,Enduro / Cross,RM,1999,10,125,35,48,1, Manuelni,Zuta, Nije registrovan, Strane tablice, Nije ostecen
1650,Polovan motor,Suzuki,Sport / Super sport,GSXR SRAD,1998,54000,600,88,120,4, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
2400,Polovan motor,Suzuki,Sport / Super sport,gsxr,2001,61000,600,84,114,4, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Honda,Scooter,sh,2007,35000,150,11,15,1, Automatski, Crvena, 06.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Keeway,Scooter,Outlook,2011,7700,125,9,12,1, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Piaggio,Scooter,x9,2001,1,180,1,1,1, Automatski,nepoznato, 01.2018.,Domace tablice, Nije ostecen
110,Polovan motor,Tomos,Moped,A3,1982,500,50,2,3,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Gilera,Scooter,Runner,2007,25000,49,5,7,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Piaggio,Scooter,X9,2001,14445,182,13,18,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Qingqi,Naked,125 2D,2009,14000,125,7,10,nepoznato, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
1799,Polovan motor,Yamaha,Enduro / Cross,YZ426F,2003,1,450,40,54,1, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
19500,Polovan motor,BMW,Sport / Super sport,HP4 Competition,2014,8000,998,143,194,4, Manuelni, Bela, 03.2017.,Domace tablice, Nije ostecen
300,Polovan motor,Keeway,Scooter,huricane,2008,10500,49,1,1,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
279,Nov motor,Nitro,Sport / Super sport,Cross honda,2017,0,49,3,4,nepoznato, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
1500,Polovan motor,Kawasaki,Chopper / Cruiser,KZ 750 H LTD,1983,88000,738,55,75,4, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
430,Polovan motor,Keeway,Scooter,Huricane 50,2008,12000,49,3,4,1, Automatski,nepoznato, 05.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Yamaha,Sport / Super sport,genesis,1995,43500,600,73,99,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Jonway,Scooter,Ranger,2007,15000,150,7,10,1, Automatski, Bordo, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Malaguti,Scooter,madison,2001,20000,125,1,1,1, Automatski, Bela, 09.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Aprilia,Scooter,ATLANTIC,2005,30000,500,29,39,1, Automatski, Siva, 07.2017.,Domace tablice, Nije ostecen
2500,Polovan motor,Piaggio,Scooter,MP3,2006,15000,250,16,22,1, Automatski, Siva, 09.2017.,Domace tablice, Nije ostecen
1799,Polovan motor,Benelli,Sport / Super sport,Tornado Racing,2004,14598,900,88,120,4, Manuelni, Crvena, Nije registrovan, Strane tablice, Nije ostecen
3400,Polovan motor,Honda,Enduro / Cross,Transalp 650,2003,49756,650,40,54,2, Manuelni, Siva, 05.2017.,Domace tablice, Nije ostecen
4400,Polovan motor,Piaggio,Scooter,BEVERLY POTPUNO NOV,2011,18000,499,29,39,1, Automatski, Siva, 06.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Honda,Sport / Super sport,nsr,1999,28000,125,10,14,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2180,Polovan motor,Honda,Enduro / Cross,Crf 450,2005,1000,450,44,60,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4900,Polovan motor,BMW,Enduro / Cross,GS 1150 R,2001,107688,1150,65,88,2, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Honda,Enduro / Cross,Dominator 650,1995,44000,650,30,41,1, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
4500,Polovan motor,Ducati,Sport / Super sport,999,2002,26000,998,91,124,2, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Aprilia,Scooter,atlantic,2003,23800,200,14,19,1, Automatski, Siva, 05.2017.,Domace tablice, Nije ostecen
279,Nov motor,Nitro,Sport / Super sport,Cross honda,2017,0,49,3,4,nepoznato, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
1600,Polovan motor,Suzuki,Sport / Super sport,gsxr srad,1997,50000,600,78,106,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Kawasaki,Sport / Super sport,Gpz500s,1995,58000,500,44,60,2, Manuelni, Plava, 04.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Aprilia,Sport / Super sport,RS,2006,12500,50,6,8,1, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
